slug,clashes_before,clashes_after,energy_before_kJ,energy_after_kJ,energy_drop_kJ,time_s,source
pporrfp,19.0,20.0,65844.7220139273,12802.275228409038,53042.44678551826,11.14117956161499,openmm_minimized
pross-egfp,11.0,9.0,2950718.1844693595,12266.243999666523,2938451.940469693,13.290749073028564,openmm_minimized
ps-cfp,4.0,9.0,87371.589848957,11250.454520550587,76121.13532840641,14.26069974899292,openmm_minimized
ps-cfp2,7.0,8.0,100209.26603562968,12308.902457579808,87900.36357804987,12.985021114349363,openmm_minimized
psamcfp,5.0,4.0,156275.80920353462,14044.959265432666,142230.84993810195,12.67288327217102,openmm_minimized
psupfp,4.0,6.0,53113.59526428255,12082.467278080388,41031.12798620216,11.194041728973389,openmm_minimized
ptilgfp,14.0,19.0,2757209.4328167085,12830.625991081186,2744378.806825627,13.043808698654177,openmm_minimized
q80r,6.0,6.0,524114627.32778233,10936.747775978136,524103690.5800064,10.714717864990234,openmm_minimized
qc2-6,10.0,12.0,341053.7376047254,14923.950009790426,326129.787594935,12.124211072921751,openmm_minimized
rdsmcherry01,6.0,6.0,103001.59960478234,11975.734396972515,91025.86520780982,10.954039335250854,openmm_minimized
rdsmcherry02,3.0,6.0,217053.7870211964,12581.684562576183,204472.10245862024,12.578917980194092,openmm_minimized
rdsmcherry05,1.0,4.0,105412.74965609786,12557.444049186051,92855.3056069118,13.435017347335815,openmm_minimized
rdsmcherry1,10.0,12.0,372260940.8074088,14716.975023945002,372246223.8323849,13.337838411331177,openmm_minimized
reach1,6.0,5.0,48687.22156679259,12154.175347901417,36533.04621889118,11.578278303146362,openmm_minimized
reach2,6.0,6.0,47608.600544724184,11886.999558957734,35721.60098576645,12.79282569885254,openmm_minimized
rflogfp,12.0,15.0,416112.063268284,14277.29651839292,401834.76674989105,12.558019876480104,openmm_minimized
rflogfp2,7.0,8.0,437901.01140689064,13956.737983782135,423944.2734231085,12.02081823348999,openmm_minimized
rflorfp,6.0,6.0,64929.200800111015,15130.159598941009,49799.04120117001,11.38108491897583,openmm_minimized
rfp611,7.0,11.0,812428900.3831102,12067.401149286505,812416832.9819609,12.650630474090576,openmm_minimized
rfp618,12.0,16.0,10127359.79434527,11117.967276665724,10116241.827068605,12.452069520950316,openmm_minimized
rfp637,11.0,10.0,40900579.87507144,11480.12547151092,40889099.74959993,11.071812629699709,openmm_minimized
rfp639,12.0,14.0,64996.992400486844,11008.97492635092,53988.01747413592,11.966660737991331,openmm_minimized
rosmarinus,5.0,8.0,218476.4693285178,9206.709058758504,209269.76026975928,12.769680261611938,openmm_minimized
rrengfp,11.0,14.0,62616400.50616653,15874.355336254031,62600526.15083028,13.89057445526123,openmm_minimized
rrvt,15.0,14.0,2734271383.1247053,31075.416713031147,2734240307.707992,25.740132570266724,openmm_minimized
rscherry,3.0,5.0,69551.98605747047,12320.572362514804,57231.41369495566,10.898704051971436,openmm_minimized
rscherryrev,3.0,8.0,84076.21282808662,12340.822777350932,71735.39005073569,13.72505784034729,openmm_minimized
rscherryrev14,3.0,5.0,83339.51739632215,15268.563164993757,68070.95423132839,10.506255388259888,openmm_minimized
rsegfp,7.0,6.0,71120.61142997516,11805.935220725729,59314.67620924943,12.224284648895264,openmm_minimized
rsfastlime,4.0,8.0,92058.78726443388,10823.069525412837,81235.71773902104,13.279040336608888,openmm_minimized
rsfolder2,5.0,6.0,454772.8158109811,9624.385555296092,445148.430255685,12.790881633758543,openmm_minimized
rsfusionred1,8.0,12.0,195377.98105422713,10426.621979411448,184951.35907481567,10.779380083084106,openmm_minimized
rsfusionred2,7.0,10.0,134715.27809348868,11396.651092968004,123318.62700052068,10.624604940414429,openmm_minimized
rsfusionred3,8.0,11.0,463729.3412871035,11922.577357151906,451806.7639299516,11.588414430618286,openmm_minimized
rsgfp1,4.0,8.0,62594.41031283638,12326.99533127122,50267.41498156516,12.17474889755249,openmm_minimized
rsgfp2,4.0,9.0,57089.21396696759,12217.154064700158,44872.05990226743,11.981690406799316,openmm_minimized
rsgfp3,4.0,9.0,-628374.8632984041,12234.089787225112,-640608.9530856293,11.750937938690186,openmm_minimized
rsgfp4,5.0,5.0,55798.05317828503,12323.493649156557,43474.55952912848,11.428993701934814,openmm_minimized
rsgfp6,5.0,6.0,51268.03830605274,12229.644423214217,39038.39388283852,11.47985553741455,openmm_minimized
rsgfp7,4.0,7.0,64685.47683580205,12173.026679961537,52512.45015584052,11.509745359420776,openmm_minimized
rsgreen1,6.0,9.0,63161.5531930649,9776.025867149328,53385.52732591557,12.286475896835327,openmm_minimized
rskame,4.0,7.0,85190.79672274143,10911.399944265804,74279.39677847562,9.977401494979858,openmm_minimized
saasoti,6.0,10.0,68732.25457378755,12162.284156375996,56569.970417411554,12.295299291610718,openmm_minimized
sapphire,6.0,6.0,52124.07421826263,11519.54851536524,40604.52570289739,12.33217167854309,openmm_minimized
sarcgfp,6.0,6.0,56541.29379723238,10198.848372190994,46342.445425041384,10.850067377090454,openmm_minimized
sbfp1,5.0,3.0,57889.63759648833,11566.97380964741,46322.66378684091,10.819204330444336,openmm_minimized
sbfp2,9.0,8.0,57059.50177128769,11730.475502100762,45329.02626918693,11.650824069976808,openmm_minimized
scfp1,5.0,5.0,62579.55233938481,12457.361376148328,50122.19096323648,10.679141283035278,openmm_minimized
scfp2,7.0,6.0,64839.15861376695,11991.415445051589,52847.74316871536,10.82654333114624,openmm_minimized
scfp3b,10.0,10.0,66552.9482031204,11992.96081288143,54559.987390238966,12.882673740386965,openmm_minimized
sclefp1,14.0,17.0,37253.90464280904,7371.186113169339,29882.7185296397,9.802002906799316,openmm_minimized
sclefp2,4.0,5.0,41738.08324210888,7595.161146582669,34142.922095526206,9.855083703994753,openmm_minimized
scorange,5.0,8.0,1265432.374895415,13135.710863245273,1252296.66403217,13.00475263595581,openmm_minimized
scubgfp1,5.0,6.0,132078.51510490334,12353.928944064688,119724.58616083866,13.34888744354248,openmm_minimized
scubgfp2,8.0,10.0,62231.20028538276,12292.492104819128,49938.708180563626,10.53778839111328,openmm_minimized
scubrfp,4.0,7.0,60556.29904693331,12507.626458757755,48048.672588175556,12.438780069351196,openmm_minimized
secbfp2,12.0,14.0,216715.1863219869,10577.539259927771,206137.6470620591,11.146669626235962,openmm_minimized
seyfp,5.0,4.0,52364.57261023679,12085.678188453556,40278.89442178323,11.011101245880129,openmm_minimized
sfcherry2,2.0,3.0,90659.8002757955,12113.562704982329,78546.23757081317,13.063530206680298,openmm_minimized
sfcherry3c,4.0,9.0,65921.79298938089,10448.564622594238,55473.22836678665,13.856041193008425,openmm_minimized
sforange,3.0,8.0,64185.695463544376,11123.883728956644,53061.81173458773,11.05923080444336,openmm_minimized
sgbp,6.0,9.0,7.377491269570747e+16,12296.780415664927,7.377491269569517e+16,12.70435667037964,openmm_minimized
sgbp-q62m,12.0,10.0,731371.6919891046,10464.444576144051,720907.2474129605,11.287052631378174,openmm_minimized
sgbp-s157c,8.0,7.0,311113.8020849792,9539.845838540145,301573.9562464391,11.039820671081545,openmm_minimized
sgbp-s157t,8.0,7.0,147506.49897175113,9993.026851754026,137513.4721199971,11.802022457122805,openmm_minimized
sgfp1,5.0,4.0,58615.08735240083,11494.449181738895,47120.63817066193,11.99513840675354,openmm_minimized
sgfp2,10.0,10.0,62919.5328531724,12519.483266536256,50400.049586636145,11.061679363250732,openmm_minimized
sgfp2206a,8.0,7.0,60727.79980794851,11550.773397410218,49177.026410538296,11.38720703125,openmm_minimized
sgfp2e222q,7.0,6.0,66777.97782768837,11625.138313515068,55152.839514173305,10.80375599861145,openmm_minimized
sgfp2t65g,10.0,10.0,53490.666966101395,12233.118085716727,41257.54888038467,11.137491464614868,openmm_minimized
shadowg,8.0,9.0,49261.250724179925,12758.852289800496,36502.39843437943,12.745482444763184,openmm_minimized
shadowr,3.0,6.0,91990.1705942431,9714.99003344202,82275.18056080108,10.651350259780884,openmm_minimized
shadowy,8.0,8.0,55093.46357442015,14174.919607357544,40918.54396706261,13.248125553131104,openmm_minimized
shbfp-n158kl173i,3.0,6.0,68893.4528748802,10214.286518970628,58679.16635590957,14.276381969451904,openmm_minimized
shbfp-n158sl173i,12.0,16.0,80463.94896343717,10805.86683890433,69658.08212453284,14.25715470314026,openmm_minimized
shcp-e63ly64h,6.0,8.0,-187527.3473607398,10065.298071126526,-197592.64543186635,11.706889629364014,openmm_minimized
shcp-e63s,3.0,5.0,95375.5350969363,10282.947897450871,85092.58719948544,11.91822385787964,openmm_minimized
shcp-q39s,4.0,6.0,57775.06567544843,10769.23023127125,47005.83544417718,13.562048435211182,openmm_minimized
shcp-t194i,5.0,6.0,61628.39887198083,10767.79678646876,50860.60208551207,13.694697856903076,openmm_minimized
shg24,10.0,10.0,66681.53591152649,12219.459247030158,54462.07666449633,12.949171781539915,openmm_minimized
shyrfp,2.0,4.0,124125.2616962772,13265.601509128586,110859.66018714862,13.949049711227415,openmm_minimized
sirius,5.0,6.0,52944.45059929014,11439.973114132734,41504.47748515741,11.034795761108398,openmm_minimized
siriusgfp,4.0,8.0,66085.10131952599,9278.536110418863,56806.56520910712,11.87182903289795,openmm_minimized
skylan-ns,9.0,13.0,64539.36428992127,9876.529416423571,54662.8348734977,11.992858648300173,openmm_minimized
skylan-s,5.0,6.0,131752.6193011163,10073.475629493929,121679.14367162235,11.344574928283691,openmm_minimized
slow-ft,2.0,1.0,77901.68396020497,11050.74854573949,66850.93541446548,11.512232303619385,openmm_minimized
spgfp1-10,8.0,9.0,56304.32070075942,8729.006557711582,47575.314143047835,11.907443046569824,openmm_minimized
spoon,9.0,9.0,54354.26925468385,12155.069428782475,42199.19982590138,12.87376070022583,openmm_minimized
sreach1,9.0,10.0,59663.703528071586,13078.579585527788,46585.12394254379,11.804360389709473,openmm_minimized
sreach2,4.0,5.0,49867.99796799078,12560.766254660854,37307.23171332992,12.824198484420776,openmm_minimized
staygold-e138d,11.0,11.0,352904.49305042817,14118.156233033444,338786.3368173947,12.760171175003052,openmm_minimized
stylcp,6.0,7.0,53591.92840149555,9476.1248503971,44115.80355109845,10.263710498809814,openmm_minimized
stylgfp,4.0,6.0,115324.1315647803,14712.524924119143,100611.60664066116,12.030848026275637,openmm_minimized
sumire,4.0,4.0,56917.98266472286,8930.294236343634,47987.68842837923,12.876595258712769,openmm_minimized
super-tagrfp,6.0,9.0,557898.2858267028,10985.276735368545,546913.0090913343,11.61061143875122,openmm_minimized
superecliptic-phluorin,11.0,10.0,57677.10236562229,11381.841201416815,46295.26116420547,12.62200927734375,openmm_minimized
superfolder-bfp,5.0,8.0,220471.5083028112,9010.978166522093,211460.53013628913,12.750823259353638,openmm_minimized
superfolder-cfp,5.0,6.0,-155545.49674431825,9326.1310482078,-164871.62779252607,11.359459400177002,openmm_minimized
superfolder-mturquoise2,2.0,7.0,59672.771618893195,11101.481349812768,48571.290269080426,11.604706287384031,openmm_minimized
superfolder-mturquoise2-ox,5.0,6.0,90047.19259307557,11260.438279679032,78786.75431339654,13.41481876373291,openmm_minimized
superfolder-phluorin,5.0,6.0,62600.881317621446,10804.478637319413,51796.40268030203,10.443367004394531,openmm_minimized
superfolder-yfp,6.0,7.0,164660.27369768248,9642.290292012434,155017.98340567003,10.776970148086548,openmm_minimized
supernova-green,9.0,16.0,3051428.485278759,11899.9935563299,3039528.491722429,11.894121885299684,openmm_minimized
supernova-red,10.0,14.0,185620.0746953847,10841.54498673956,174778.52970864516,12.36273741722107,openmm_minimized
supernova2,12.0,15.0,109371.53070517404,10088.524052961187,99283.00665221286,12.536785364151,openmm_minimized
syfp2,9.0,9.0,53111.94683792659,12211.117824010407,40900.82901391618,12.45936679840088,openmm_minimized
sympfp,21.0,19.0,569059.3219569451,15557.25983837521,553502.0621185699,10.710514068603516,openmm_minimized
t-sapphire,6.0,5.0,47221.575137378,12251.026772029752,34970.54836534825,10.45063090324402,openmm_minimized
tagcfp,13.0,11.0,55138.87099132656,12285.187638903924,42853.68335242264,13.907153129577637,openmm_minimized
taggfp,13.0,11.0,57990.86082710024,10934.519940269513,47056.34088683072,13.85927438735962,openmm_minimized
taggfp2,15.0,13.0,62288.301046410656,9529.24871881793,52759.052327592726,11.72958207130432,openmm_minimized
tagrfp657,11.0,13.0,291319.0802851233,11165.618987632322,280153.461297491,10.753223419189451,openmm_minimized
tagrfp658,9.0,12.0,113060.2231127158,10864.603191019947,102195.61992169583,11.473152875900269,openmm_minimized
tagyfp,10.0,12.0,80610.55778070485,11457.994332266626,69152.56344843823,12.061269760131836,openmm_minimized
td-rfp611,4.0,7.0,155825756.08944973,10374.533138223513,155815381.55631152,12.114573001861572,openmm_minimized
td-rfp639,12.0,15.0,3443259.7373609357,10485.17119766175,3432774.566163274,12.622281789779665,openmm_minimized
td5oxstaygold,12.0,17.0,33641135719.138336,36930.61903235207,33641098788.519302,25.482537984848022,openmm_minimized
td5staygold,12.0,17.0,4296855626919.0815,38562.36310994335,4296855588356.7183,25.181928873062137,openmm_minimized
td8oxstaygold,12.0,16.0,539643824755.41095,33920.458624890925,539643790834.95233,24.769734144210815,openmm_minimized
tdimer212,18.0,20.0,13989363977322.55,29600.26350663379,13989363947722.287,22.88628053665161,openmm_minimized
tdkatushka2,5.0,11.0,80739.16264849826,12512.532521302724,68226.63012719553,11.669636726379396,openmm_minimized
tdlanyfp,22.0,16.0,9673603721.539026,29674.8303436781,9673574046.708685,24.390976667404175,openmm_minimized
tdtomato,20.0,21.0,4906092916780.166,32951.051129120664,4906092883829.115,24.650205850601196,openmm_minimized
tdultramarine2,16.0,22.0,3617890797700.089,37815.433479079635,3617890759884.6553,23.78552484512329,openmm_minimized
tkeima,3.0,4.0,2389190.110854326,12222.303924226322,2376967.8069300996,10.578529119491575,openmm_minimized
topaz,6.0,6.0,48033.04598275082,10035.241653284134,37997.804329466686,11.642966747283936,openmm_minimized
tpapaya001,4.0,7.0,2296414.836097918,16482.28341811867,2279932.5526797995,15.23139190673828,openmm_minimized
tripartitegfp,5.0,11.0,236342.11433594255,9172.236683214933,227169.8776527276,12.256962299346924,openmm_minimized
tspurple,4.0,6.0,178243870.08121887,10380.250064699016,178233489.83115417,12.861040353775024,openmm_minimized
turbofp602,7.0,15.0,238940.9250368291,14816.047360622117,224124.877676207,11.908618688583374,openmm_minimized
turbogfp-v197l,13.0,19.0,7494056.116680917,9518.655242853143,7484537.461438064,11.50180983543396,openmm_minimized
turborfp,5.0,10.0,205989.42079366857,11731.566803160544,194257.85399050804,12.152528047561646,openmm_minimized
turboyfp,6.0,11.0,23960029.461462505,14603.764216655018,23945425.69724585,11.459024429321287,openmm_minimized
ultramarine,4.0,7.0,76710.59872513537,10489.980792017186,66220.61793311818,9.938615322113035,openmm_minimized
v127t-saasoti,6.0,10.0,62759.90942565981,11595.856408012272,51164.05301764754,13.158684492111206,openmm_minimized
var1,7.0,9.0,3920548.438243877,12449.303829503728,3908099.1344143734,12.908868312835692,openmm_minimized
vfp,6.0,10.0,70956.93776164447,9961.982398617376,60994.9553630271,10.559688568115234,openmm_minimized
vsfgfp-9,10.0,12.0,1423367.4701809208,9209.330810566067,1414158.1393703548,19.650418043136597,openmm_minimized
vsgfp,5.0,6.0,79000630.96330667,9876.908336235296,78990754.05497043,10.880751371383669,openmm_minimized
w1c,6.0,8.0,55562.14271038494,11747.401437187891,43814.74127319705,12.110167980194092,openmm_minimized
w2,9.0,8.0,49217.27274182088,11496.6293959549,37720.64334586598,10.884873151779177,openmm_minimized
w7,7.0,7.0,543604.0087739821,12326.811130968215,531277.1976430138,13.151222467422484,openmm_minimized
yegfp,6.0,7.0,50318.59112511558,11627.052156579475,38691.5389685361,12.700194120407104,openmm_minimized
yfp3,10.0,16.0,70789.95847154538,10579.40725571105,60210.55121583433,12.880785942077637,openmm_minimized
ygfpdp,6.0,9.0,45701260.40825732,13455.045744541269,45687805.36251278,12.674358129501345,openmm_minimized
ygfpuv,19.0,17.0,2726153327.2893176,15226.851272042217,2726138100.4380455,13.476481199264526,openmm_minimized
ypet,12.0,14.0,54812.315343396665,10781.84687406755,44030.46846932911,13.009738683700562,openmm_minimized
yuzufp,2.0,3.0,73711.80433739921,10651.436802108889,63060.36753529032,13.122720003128052,openmm_minimized
zgfp,3.0,6.0,161316.23600058325,11984.28841756533,149331.94758301793,12.590375900268556,openmm_minimized
zoan2rfp,11.0,12.0,186744.8584295125,11474.06850665103,175270.78992286147,10.87866234779358,openmm_minimized
zrfp,8.0,9.0,57975.17195563697,12582.967743371264,45392.20421226571,10.79221773147583,openmm_minimized
zsgreen1,8.0,10.0,30116646.7240176,14200.835866355836,30102445.888151243,12.36470890045166,openmm_minimized
zsyellow1,4.0,10.0,174212.1011270977,16617.650021902275,157594.45110519542,10.814775466918944,openmm_minimized
22g,,,,,,,rcsb_experimental
3-ftyr-egfp,,,,,,,rcsb_experimental
a44-kr,,,,,,,rcsb_experimental
acegfp,,,,,,,rcsb_experimental
adred,,,,,,,rcsb_experimental
amfp486,,,,,,,rcsb_experimental
amfp506,,,,,,,rcsb_experimental
amfp515,,,,,,,rcsb_experimental
amilcp,,,,,,,rcsb_experimental
asfp499,,,,,,,rcsb_experimental
asulcp,,,,,,,rcsb_experimental
avgfp,,,,,,,rcsb_experimental
avgfp480,,,,,,,rcsb_experimental
azamired10,,,,,,,rcsb_experimental
bflogfpc1,,,,,,,rcsb_experimental
bfpsol,,,,,,,rcsb_experimental
blue102,,,,,,,rcsb_experimental
ccgfp-e6,,,,,,,rcsb_experimental
cegfp,,,,,,,rcsb_experimental
cerulean,,,,,,,rcsb_experimental
citrine,,,,,,,rcsb_experimental
cjblue,,,,,,,rcsb_experimental
clomeleon,,,,,,,rcsb_experimental
clover,,,,,,,rcsb_experimental
cp-mkate,,,,,,,rcsb_experimental
cpygfp,,,,,,,rcsb_experimental
degfp1,,,,,,,rcsb_experimental
dendra2,,,,,,,rcsb_experimental
dreiklang,,,,,,,rcsb_experimental
dronpa,,,,,,,rcsb_experimental
dronpa-c62s,,,,,,,rcsb_experimental
dsfp483,,,,,,,rcsb_experimental
dsred,,,,,,,rcsb_experimental
dsred-max,,,,,,,rcsb_experimental
dsredm1,,,,,,,rcsb_experimental
dsredt4,,,,,,,rcsb_experimental
ecfp,,,,,,,rcsb_experimental
eforcp,,,,,,,rcsb_experimental
egfp,,,,,,,rcsb_experimental
egfp203c,,,,,,,rcsb_experimental
egfp205c,,,,,,,rcsb_experimental
enhanced-cyan-emitting-gfp,,,,,,,rcsb_experimental
eqfp611,,,,,,,rcsb_experimental
eqfp611-v124t,,,,,,,rcsb_experimental
eqfp650,,,,,,,rcsb_experimental
eqfp670,,,,,,,rcsb_experimental
esgfp,,,,,,,rcsb_experimental
fold6,,,,,,,rcsb_experimental
folding-reporter-gfp,,,,,,,rcsb_experimental
gamillus,,,,,,,rcsb_experimental
gcamp2,,,,,,,rcsb_experimental
gfascp,,,,,,,rcsb_experimental
gfp-151pytyrcu,,,,,,,rcsb_experimental
gfp-s65t,,,,,,,rcsb_experimental
gfp-tyr151pyz,,,,,,,rcsb_experimental
gfphal,,,,,,,rcsb_experimental
hcred,,,,,,,rcsb_experimental
hcred7,,,,,,,rcsb_experimental
hyperfolder-yfp,,,,,,,rcsb_experimental
ifp20,,,,,,,rcsb_experimental
irisfp,,,,,,,rcsb_experimental
irisfp-m159a,,,,,,,rcsb_experimental
katushka,,,,,,,rcsb_experimental
kcy,,,,,,,rcsb_experimental
kcy-r1,,,,,,,rcsb_experimental
kikg,,,,,,,rcsb_experimental
kikgr1,,,,,,,rcsb_experimental
killerorange,,,,,,,rcsb_experimental
killerred,,,,,,,rcsb_experimental
lagfp,,,,,,,rcsb_experimental
lanrfp-deltas83l,,,,,,,rcsb_experimental
lanyfp,,,,,,,rcsb_experimental
larfp,,,,,,,rcsb_experimental
lea,,,,,,,rcsb_experimental
lss-mkate1,,,,,,,rcsb_experimental
lss-mkate2,,,,,,,rcsb_experimental
lssmorange,,,,,,,rcsb_experimental
lssmscarlet,,,,,,,rcsb_experimental
mazamigreen,,,,,,,rcsb_experimental
mbaojin,,,,,,,rcsb_experimental
mcardinal,,,,,,,rcsb_experimental
mcerulean3,,,,,,,rcsb_experimental
mcherry,,,,,,,rcsb_experimental
mcrispred,,,,,,,rcsb_experimental
meos2,,,,,,,rcsb_experimental
meos2-a69t,,,,,,,rcsb_experimental
meos4b,,,,,,,rcsb_experimental
meos4b-l93m,,,,,,,rcsb_experimental
meosfp,,,,,,,rcsb_experimental
mkate,,,,,,,rcsb_experimental
mkeima,,,,,,,rcsb_experimental
mkillerorange,,,,,,,rcsb_experimental
mko,,,,,,,rcsb_experimental
mneongreen,,,,,,,rcsb_experimental
monomeric-hyperfolder-yfp,,,,,,,rcsb_experimental
morange,,,,,,,rcsb_experimental
mplum,,,,,,,rcsb_experimental
mplum-e16p,,,,,,,rcsb_experimental
mrojoa,,,,,,,rcsb_experimental
mrouge,,,,,,,rcsb_experimental
mruby,,,,,,,rcsb_experimental
mscarlet,,,,,,,rcsb_experimental
mscarlet-h,,,,,,,rcsb_experimental
mscarlet3,,,,,,,rcsb_experimental
mscarlet3-h,,,,,,,rcsb_experimental
mstrawberry,,,,,,,rcsb_experimental
mtfp,,,,,,,rcsb_experimental
mtfp07,,,,,,,rcsb_experimental
mtfp1,,,,,,,rcsb_experimental
mturquoise,,,,,,,rcsb_experimental
mturquoise2,,,,,,,rcsb_experimental
mugfp,,,,,,,rcsb_experimental
neptune,,,,,,,rcsb_experimental
nowgfp,,,,,,,rcsb_experimental
padron09,,,,,,,rcsb_experimental
pcdronpa,,,,,,,rcsb_experimental
pdm1-4,,,,,,,rcsb_experimental
phiyfp,,,,,,,rcsb_experimental
pplugfp2,,,,,,,rcsb_experimental
pslssmkate,,,,,,,rcsb_experimental
psmorange,,,,,,,rcsb_experimental
psmorange2,,,,,,,rcsb_experimental
r-velour,,,,,,,rcsb_experimental
rcamp,,,,,,,rcsb_experimental
rfp630,,,,,,,rcsb_experimental
rogfp1,,,,,,,rcsb_experimental
rogfp1-r1,,,,,,,rcsb_experimental
rogfp1-r8,,,,,,,rcsb_experimental
rogfp2,,,,,,,rcsb_experimental
rpbphp1,,,,,,,rcsb_experimental
rrgfp,,,,,,,rcsb_experimental
rsegfp2,,,,,,,rcsb_experimental
rsfolder,,,,,,,rcsb_experimental
rstagrfp,,,,,,,rcsb_experimental
rtms5,,,,,,,rcsb_experimental
scfp3a,,,,,,,rcsb_experimental
sfcherry,,,,,,,rcsb_experimental
sg11,,,,,,,rcsb_experimental
sg12,,,,,,,rcsb_experimental
sg25,,,,,,,rcsb_experimental
sg42,,,,,,,rcsb_experimental
sg50,,,,,,,rcsb_experimental
shardonnay,,,,,,,rcsb_experimental
shbfp,,,,,,,rcsb_experimental
shcp,,,,,,,rcsb_experimental
spiscp,,,,,,,rcsb_experimental
staygold,,,,,,,rcsb_experimental
superfolder-gfp,,,,,,,rcsb_experimental
tagbfp,,,,,,,rcsb_experimental
tagrfp,,,,,,,rcsb_experimental
tagrfp-t,,,,,,,rcsb_experimental
tagrfp675,,,,,,,rcsb_experimental
thermostable-green-protein,,,,,,,rcsb_experimental
trp-less-gfp,,,,,,,rcsb_experimental
turbogfp,,,,,,,rcsb_experimental
turquoise-gl,,,,,,,rcsb_experimental
usgfp,,,,,,,rcsb_experimental
venus,,,,,,,rcsb_experimental
vsfgfp-0,,,,,,,rcsb_experimental
wascfp,,,,,,,rcsb_experimental
zfp538,,,,,,,rcsb_experimental
zsgreen,,,,,,,rcsb_experimental
